x,t,density_pred,density_true,abs_error
-3.141592653589793,0.0,0.00010285307397106351,0.00011519985717559779,1.2346783204534274e-05
-3.0781261353354537,0.0,0.00014741693763181338,0.00016545354409591264,1.8036606464099265e-05
-3.0146596170811146,0.0,0.0002133466583108868,0.00023529510070594543,2.1948442395058643e-05
-2.951193098826775,0.0,0.0003069258395900164,0.0003313053042840792,2.437946469406279e-05
-2.887726580572436,0.0,0.0004415715430280277,0.00046183378896095395,2.0262245932926263e-05
-2.8242600623180967,0.0,0.0006293200098988158,0.0006373011480426383,7.981138143822557e-06
-2.7607935440637577,0.0,0.0008728386863686359,0.0008704856519079066,2.3530344607292693e-06
-2.697327025809418,0.0,0.0011734465269858398,0.0011767619085660047,3.3153815801648633e-06
-2.633860507555079,0.0,0.0015461831597094469,0.0015742481491940862,2.806498948463936e-05
-2.5703939893007397,0.0,0.0020238760545710005,0.0020838079722415694,5.993191767056892e-05
-2.5069274710464007,0.0,0.002649774044890003,0.0027288425559051054,7.906851101510248e-05
-2.443460952792061,0.0,0.0034513228104499174,0.003534802221116617,8.347941066669945e-05
-2.379994434537722,0.0,0.004439478921090113,0.004528343879750658,8.886495866054517e-05
-2.3165279162833827,0.0,0.0056523791629706915,0.005736065728528513,8.368656555782141e-05
-2.2530613980290433,0.0,0.007126113988957975,0.007182765054092605,5.6651065134629905e-05
-2.1895948797747042,0.0,0.008855096304207551,0.008889191521049472,3.409521684192077e-05
-2.126128361520365,0.0,0.010841986847798031,0.010869308565944194,2.732171814616262e-05
-2.0626618432660258,0.0,0.013103232775572477,0.013127130209537045,2.389743396456756e-05
-1.9991953250116865,0.0,0.015649165718466498,0.01565326886422716,4.103145760662313e-06
-1.9357288067573473,0.0,0.01850871651023159,0.018421408655897444,8.730785433414684e-05
-1.872262288503008,0.0,0.021631075574858404,0.02138500310434152,0.00024607247051688236
-1.8087957702486688,0.0,0.024849619286135896,0.024474577865015626,0.00037504142112027017
-1.7453292519943295,0.0,0.027949965511520732,0.027596088377553802,0.00035387713396693027
-1.6818627337399903,0.0,0.03082635563172687,0.030630826585481663,0.00019552904624520542
-1.6183962154856508,0.0,0.033522257903890164,0.033437377402358505,8.488050153165894e-05
-1.5549296972313116,0.0,0.03588487465132702,0.03585608185694174,2.8792794385279485e-05
-1.4914631789769723,0.0,0.03752866405395423,0.03771635972429975,0.00018769567034551682
-1.427996660722633,0.0,0.038288023102700755,0.03884707411096804,0.0005590510082672875
-1.3645301424682938,0.0,0.03820969507443803,0.039089884341259255,0.0008801892668212283
-1.3010636242139546,0.0,0.037459526203546444,0.038315239929033504,0.0008557137254870603
-1.2375971059596154,0.0,0.03599319068416923,0.036440334676988574,0.00044714399281934464
-1.1741305877052761,0.0,0.033392545425096676,0.03344799227637084,5.5446851274162934e-05
-1.1106640694509369,0.0,0.02942067051529503,0.029405127307226005,1.5543208069023623e-05
-1.0471975511965974,0.0,0.024393379643088364,0.02447915782830208,8.577818521371752e-05
-0.9837310329422584,0.0,0.018789571435056326,0.018950579113143372,0.00016100767808704605
-0.9202645146879189,0.0,0.012988564115680728,0.013219880895949599,0.00023131678026887086
-0.8567979964335799,0.0,0.007561738642424147,0.007807132869235024,0.00024539422681087684
-0.7933314781792404,0.0,0.003180250346431027,0.00334289180901143,0.00016264146258040306
-0.7298649599249014,0.0,0.0005006050309984858,0.00054959739632164,4.8992365323154196e-05
-0.666398441670562,0.0,0.0002255638524983046,0.00021330058447066122,1.2263268027643389e-05
-0.6029319234162229,0.0,0.003077730974358154,0.0031463647707981467,6.863379643999275e-05
-0.5394654051618835,0.0,0.009962267981185777,0.010142633039984158,0.00018036505879838113
-0.47599888690754444,0.0,0.02197718090447018,0.021927386416184642,4.979448828553931e-05
-0.412532368653205,0.0,0.0393277355957162,0.039105142717490375,0.00022259287822582602
-0.34906585039886595,0.0,0.06169883390163758,0.06210887885975564,0.00041004495811806235
-0.2855993321445265,0.0,0.09011201628614482,0.09115452811414242,0.001042511827997597
-0.22213281389018746,0.0,0.1253454708650489,0.12620455545639364,0.0008590845913447331
-0.158666295635848,0.0,0.166530181441919,0.16694402503684172,0.00041384359492271927
-0.09519977738150853,0.0,0.213097385199262,0.21277185406321203,0.00032553113604996686
-0.03173325912716951,0.0,0.2638415648119108,0.2628089423847365,0.001032622427174279
0.031733259127169955,0.0,0.31717888183677484,0.3159236546524277,0.0012552271843471186
0.09519977738150898,0.0,0.37219354145512745,0.37077381563410317,0.001419725821024287
0.15866629563584844,0.0,0.42739718169302915,0.4258630780384266,0.0015341036546025477
0.22213281389018746,0.0,0.4794914187395689,0.4796083579174416,0.00011693917787269914
0.28559933214452693,0.0,0.5288263162910225,0.530414116871981,0.0015878005809585316
0.34906585039886595,0.0,0.5759326443984819,0.5767486916166743,0.000816047218192395
0.4125323686532054,0.0,0.6185673219748749,0.6172176860099446,0.001349635964930207
0.47599888690754444,0.0,0.6530887764656836,0.6506296655462798,0.002459110919403873
0.5394654051618839,0.0,0.6766255051470482,0.6760500060497505,0.0005754990972977048
0.6029319234162229,0.0,0.6897667476549542,0.6928396857639847,0.003072938109030532
0.6663984416705624,0.0,0.6955145607824877,0.7006769816615463,0.005162420879058605
0.7298649599249014,0.0,0.6951965618617463,0.6995613251520545,0.004364763290308216
0.7933314781792409,0.0,0.6878564014469803,0.6897998705166491,0.0019434690696688017
0.8567979964335799,0.0,0.6720562565497553,0.6719785176348797,7.773891487561357e-05
0.9202645146879194,0.0,0.6476497163440597,0.6469201119399185,0.0007296044041411598
0.9837310329422584,0.0,0.6159967428853694,0.6156332477994629,0.0003634950859064956
1.0471975511965983,0.0,0.5787487272018407,0.5792554866892621,0.0005067594874214043
1.1106640694509373,0.0,0.537447594011195,0.5389948615620839,0.0015472675508888534
1.1741305877052763,0.0,0.4946913464038179,0.4960732975558193,0.0013819511520014038
1.2375971059596154,0.0,0.4514245683399649,0.4516750861067068,0.00025051776674189785
1.3010636242139553,0.0,0.4069937687364565,0.40690287223710014,9.089649935634103e-05
1.3645301424682943,0.0,0.36314501092749707,0.3627428303120777,0.00040218061541935635
1.4279966607226333,0.0,0.32105977573062117,0.3200398896632888,0.0010198860673323873
1.4914631789769723,0.0,0.2804358290563759,0.2794830988808676,0.0009527301755082873
1.5549296972313122,0.0,0.24172368616134104,0.24160054393085056,0.00012314223049048056
1.6183962154856513,0.0,0.20639840280434418,0.2067627013235444,0.0003642985192002235
1.6818627337399903,0.0,0.17518183440264246,0.17519273567901938,1.0901276376928948e-05
1.7453292519943293,0.0,0.14724224161886526,0.14698204576883084,0.0002601958500344226
1.8087957702486692,0.0,0.12205717374086272,0.12210931361924666,5.213987838394163e-05
1.8722622885030082,0.0,0.0999782800421935,0.10046139489174896,0.00048311484955546047
1.9357288067573473,0.0,0.0815511288530846,0.08185457524511247,0.0003034463920278674
1.9991953250116872,0.0,0.06632076276892207,0.06605497307679688,0.0002657896921251929
2.062661843266026,0.0,0.053281926693891105,0.05279716069602767,0.0004847659978634358
2.126128361520365,0.0,0.04215263859176891,0.04180037379280242,0.00035226479896648816
2.1895948797747042,0.0,0.03300073598051257,0.03278195875557571,0.0002187772249368572
2.253061398029044,0.0,0.025628418744354238,0.02546795130181902,0.00016046744253521775
2.316527916283383,0.0,0.019761967185209246,0.019600877201803805,0.0001610899834054401
2.379994434537722,0.0,0.015195646747368665,0.014945012097996072,0.00025063464937259347
2.443460952792061,0.0,0.011641499803240772,0.011289433346225291,0.00035206645701548085
2.506927471046401,0.0,0.008821249285677842,0.008449247211686304,0.00037200207399153834
2.57039398930074,0.0,0.006587954606074465,0.006265387021610028,0.0003225675844644371
2.633860507555079,0.0,0.004838599064617104,0.004603360680487762,0.00023523838412934164
2.697327025809418,0.0,0.0034687029160751053,0.003351288158954405,0.00011741475712070005
2.760793544063758,0.0,0.0024185313670703683,0.0024175193942857,1.0119727846683371e-06
2.824260062318097,0.0,0.0016368180584791564,0.0017280675082230114,9.124944974385507e-05
2.887726580572436,0.0,0.0010627684263467953,0.001224036883109766,0.00016126845676297076
2.951193098826776,0.0,0.0006525445319129197,0.0008591744046656658,0.0002066298727527461
3.014659617081115,0.0,0.00037338938371701315,0.0005976275795526776,0.0002242381958356645
3.078126135335454,0.0,0.00019010393058733398,0.0004119565120963984,0.0002218525815090644
3.141592653589793,0.0,7.802025352360156e-05,0.00028141812893367734,0.00020339787541007577
-3.141592653589793,0.06346651825433926,2.2920461179390416e-05,0.0001153843272786746,9.246386609928418e-05
-3.0781261353354537,0.06346651825433926,6.956488577039905e-05,0.00016572711466932108,9.616222889892204e-05
-3.0146596170811146,0.06346651825433926,0.00014191368999573388,0.0002356972196126937,9.37835296169598e-05
-2.951193098826775,0.06346651825433926,0.00024593859259122134,0.00033189113679411847,8.595254420289713e-05
-2.887726580572436,0.06346651825433926,0.0003950640768042924,0.00046267968683882244,6.761561003453003e-05
-2.8242600623180967,0.06346651825433926,0.0006037350404663471,0.0006385116875384894,3.477664707214232e-05
-2.7607935440637577,0.06346651825433926,0.0008758835544053632,0.0008722025598681526,3.6809945372106613e-06
-2.697327025809418,0.06346651825433926,0.0012125167716932764,0.001179175211732435,3.334155996084147e-05
-2.633860507555079,0.06346651825433926,0.0016260400485266517,0.0015776098776910136,4.8430170835638085e-05
-2.5703939893007397,0.06346651825433926,0.0021377506407535517,0.0020884487154649353,4.930192528861642e-05
-2.5069274710464007,0.06346651825433926,0.0027735125310908337,0.0027351910976468295,3.832143344400423e-05
-2.443460952792061,0.06346651825433926,0.0035546257115036174,0.003543408360428749,1.1217351074868393e-05
-2.379994434537722,0.06346651825433926,0.004511821206631775,0.004539904364886331,2.808315825455609e-05
-2.3165279162833827,0.06346651825433926,0.005686589887265634,0.005751452985143347,6.486309787771295e-05
-2.2530613980290433,0.06346651825433926,0.007102413197623121,0.007203058070956639,0.00010064487333351791
-2.1895948797747042,0.06346651825433926,0.008771428075318154,0.008915707867224457,0.00014427979190630331
-2.126128361520365,0.06346651825433926,0.010726254343522248,0.01090363606033049,0.000177381716808242
-2.0626618432660258,0.06346651825433926,0.012982832190117028,0.013171156263565305,0.0001883240734482771
-1.9991953250116865,0.06346651825433926,0.015502788139334173,0.01570920499852214,0.00020641685918796823
-1.9357288067573473,0.06346651825433926,0.018227898081769126,0.01849180719063997,0.00026390910887084604
-1.872262288503008,0.06346651825433926,0.0210781265698558,0.02147276259064636,0.00039463602079056054
-1.8087957702486688,0.06346651825433926,0.023967764312415134,0.02458293352037148,0.0006151692079563453
-1.7453292519943295,0.06346651825433926,0.026742875881982934,0.0277285836780581,0.0009857077960751665
-1.6818627337399903,0.06346651825433926,0.029219939336496206,0.030791262318505555,0.0015713229820093488
-1.6183962154856508,0.06346651825433926,0.031385304538295425,0.03362973495746594,0.0022444304191705164
-1.5549296972313116,0.06346651825433926,0.03327275427292798,0.03608441837930376,0.0028116641063757816
-1.4914631789769723,0.06346651825433926,0.03465290440768053,0.03798467400058868,0.0033317695929081445
-1.427996660722633,0.06346651825433926,0.03531657063656163,0.03915914369947212,0.0038425730629104912
-1.3645301424682938,0.06346651825433926,0.03519140419836861,0.0394490764545743,0.004257672256205693
-1.3010636242139546,0.06346651825433926,0.03416814726742786,0.03872430084517438,0.004556153577746518
-1.2375971059596154,0.06346651825433926,0.03211867272275263,0.03690116486483226,0.004782492142079632
-1.1741305877052761,0.06346651825433926,0.0289199103287597,0.03396141680454223,0.005041506475782533
-1.1106640694509369,0.06346651825433926,0.024757346954933528,0.029970673259609074,0.005213326304675546
-1.0471975511965974,0.06346651825433926,0.020182916657616148,0.025094852152921954,0.004911935495305806
-0.9837310329422584,0.06346651825433926,0.015443040014045563,0.01961278136222541,0.0041697413481798454
-0.9202645146879189,0.06346651825433926,0.010621103291263125,0.013923165472934249,0.003302062181671124
-0.8567979964335799,0.06346651825433926,0.006121540053411894,0.008544234527870512,0.0024226944744586186
-0.7933314781792404,0.06346651825433926,0.002619815489106515,0.004104726162603539,0.0014849106734970237
-0.7298649599249014,0.06346651825433926,0.0008318029556365281,0.0013253650908546083,0.0004935621352180802
-0.666398441670562,0.06346651825433926,0.0014812525833469057,0.0009906796661033588,0.0004905729172435468
-0.6029319234162229,0.06346651825433926,0.005332024919571703,0.003911790837796313,0.0014202340817753897
-0.5394654051618835,0.06346651825433926,0.013263345878374232,0.010881661309496676,0.0023816845688775564
-0.47599888690754444,0.06346651825433926,0.02611417920431849,0.02262512423410977,0.0034890549702087208
-0.412532368653205,0.06346651825433926,0.0445235491571235,0.03974673572241818,0.004776813434705318
-0.34906585039886595,0.06346651825433926,0.06826071734778198,0.06268002942161977,0.005580687926162217
-0.2855993321445265,0.06346651825433926,0.09865397746010397,0.09164202122039716,0.00701195623970681
-0.22213281389018746,0.06346651825433926,0.13792287181225044,0.12659676526087663,0.01132610655137381
-0.158666295635848,0.06346651825433926,0.18384967648201309,0.16723137506094296,0.016618301421070125
-0.09519977738150853,0.06346651825433926,0.23361604853328738,0.2129472056525953,0.020668842880692068
-0.03173325912716951,0.06346651825433926,0.2859601934653756,0.26286788943275535,0.023092304032620248
0.031733259127169955,0.06346651825433926,0.33761739931832935,0.31586470760440905,0.021752691713920302
0.09519977738150898,0.06346651825433926,0.3875774233377325,0.3705984640447198,0.016978959293012685
0.15866629563584844,0.06346651825433926,0.4351134458098268,0.4255757280143255,0.009537717795501277
0.22213281389018746,0.06346651825433926,0.4808997475679837,0.47921614811295843,0.0016835994550252753
0.28559933214452693,0.06346651825433926,0.5255420116847038,0.529926623765726,0.004384612081022143
0.34906585039886595,0.06346651825433926,0.5676328276828778,0.5761775410548102,0.008544713371932411
0.4125323686532054,0.06346651825433926,0.6048679637388651,0.6165760930050168,0.011708129266151723
0.47599888690754444,0.06346651825433926,0.6361691062028735,0.6499319277283546,0.01376282152548114
0.5394654051618839,0.06346651825433926,0.6611988514615263,0.6753109777802382,0.014112126318711837
0.6029319234162229,0.06346651825433926,0.6787219261945652,0.6920742596969864,0.013352333502421265
0.6663984416705624,0.06346651825433926,0.6877558700350612,0.6998996025799135,0.012143732544852237
0.7298649599249014,0.06346651825433926,0.688447162270586,0.6987855574575216,0.010338395186935578
0.7933314781792409,0.06346651825433926,0.6809195411513461,0.6890380361630569,0.008118495011710802
0.8567979964335799,0.06346651825433926,0.6651135173277936,0.6712414159762439,0.006127898648450314
0.9202645146879194,0.06346651825433926,0.641861342463653,0.6462168273629337,0.004355484899280726
0.9837310329422584,0.06346651825433926,0.6122259235108306,0.614971045550381,0.0027451220395503517
1.0471975511965983,0.06346651825433926,0.577322467085852,0.5786397923646424,0.00131732527879036
1.1106640694509373,0.06346651825433926,0.5387267676509577,0.5384293156097009,0.00029745204125686264
1.1741305877052763,0.06346651825433926,0.4973153486822,0.4955598730276477,0.0017554756545523076
1.2375971059596154,0.06346651825433926,0.45384514522352526,0.4512142559188631,0.002630889304662154
1.3010636242139553,0.06346651825433926,0.41072789585026304,0.4064938113209593,0.004234084529303739
1.3645301424682943,0.06346651825433926,0.36987426671934504,0.3623836381987627,0.007490628520582354
1.4279966607226333,0.06346651825433926,0.32988111230084666,0.31972782007478484,0.010153292226061816
1.4914631789769723,0.06346651825433926,0.28867804315411855,0.27921478460457866,0.009463258549539888
1.5549296972313122,0.06346651825433926,0.24789708564658458,0.2413722074084885,0.006524878238096082
1.6183962154856513,0.06346651825433926,0.21128299662593855,0.20657034376843697,0.004712652857501581
1.6818627337399903,0.06346651825433926,0.18016948125486296,0.17503229994599562,0.005137181308867339
1.7453292519943293,0.06346651825433926,0.15289760761934934,0.14684955046832648,0.0060480571510228565
1.8087957702486692,0.06346651825433926,0.12789258871130466,0.12200095796389084,0.00589163074741382
1.8722622885030082,0.06346651825433926,0.10508033165961003,0.1003736354054441,0.004706696254165935
1.9357288067573473,0.06346651825433926,0.08508200360787073,0.08178417671036993,0.0032978268975007996
1.9991953250116872,0.06346651825433926,0.06834499494550325,0.0659990369425019,0.0023459580030013444
2.062661843266026,0.06346651825433926,0.05467754780395947,0.05275313464199941,0.0019244131619600563
2.126128361520365,0.06346651825433926,0.0434397257439112,0.04176604629841614,0.0016736794454950618
2.1895948797747042,0.06346651825433926,0.034096856686600625,0.03275544240940073,0.001341414277199894
2.253061398029044,0.06346651825433926,0.0264222455897185,0.02544765828495499,0.0009745873047635085
2.316527916283383,0.06346651825433926,0.020298188299086466,0.01958548994518897,0.0007126983538974958
2.379994434537722,0.06346651825433926,0.015505969660827209,0.014933451612860391,0.0005725180479668173
2.443460952792061,0.06346651825433926,0.01177808691523611,0.011280827206913157,0.0004972597083229523
2.506927471046401,0.06346651825433926,0.008881808320597212,0.008442898669944578,0.0004389096506526337
2.57039398930074,0.06346651825433926,0.006625245705813048,0.006260746278386663,0.000364499427426385
2.633860507555079,0.06346651825433926,0.004856964045510567,0.004599998951990836,0.00025696509351973065
2.697327025809418,0.06346651825433926,0.003479966006456524,0.0033488748557879734,0.0001310911506685504
2.760793544063758,0.06346651825433926,0.002414801326218425,0.002415802486325454,1.0011601070292371e-06
2.824260062318097,0.06346651825433926,0.0015852175879564833,0.0017268569687271605,0.00014163938077067719
2.887726580572436,0.06346651825433926,0.0009486413477458996,0.0012231909852318979,0.00027454963748599825
2.951193098826776,0.06346651825433926,0.0004945632602267709,0.0008585885721556258,0.00036402531192885495
3.014659617081115,0.06346651825433926,0.0002059492675060895,0.0005972254606459297,0.00039127619313984014
3.078126135335454,0.06346651825433926,5.021968639592086e-05,0.0004116829415229902,0.00036146325512706934
3.141592653589793,0.06346651825433926,1.1209097194446952e-06,0.0002812336588306004,0.0002801127491111557
-3.141592653589793,0.12693303650867852,4.4167634530108624e-06,0.00011593691868349542,0.00011152015523048456
-3.0781261353354537,0.12693303650867852,3.451717794382794e-05,0.0001665466119480446,0.00013202943400421666
-3.0146596170811146,0.12693303650867852,9.587481040626393e-05,0.000236901791236381,0.00014102698083011706
-2.951193098826775,0.12693303650867852,0.00019433478683275233,0.00033364603368154307,0.00013931124684879074
-2.887726580572436,0.12693303650867852,0.00034360001414762557,0.00046521362534088733,0.00012161361119326176
-2.8242600623180967,0.12693303650867852,0.0005593899059149892,0.0006421379321680848,8.274802625309562e-05
-2.7607935440637577,0.12693303650867852,0.0008494143577932459,0.0008773456620070676,2.7931304213821696e-05
-2.697327025809418,0.12693303650867852,0.0012208409762768184,0.0011864044080344563,3.443656824236212e-05
