epoch,total_loss,pde_loss,boundary_loss,initial_loss
0,7961.510521303566,7953.162695472926,4.07953361811842,4.268292212520766
1,7801.439553051884,7796.009440144365,2.2394128935414352,3.1907000139781596
2,3100.910241405648,3096.4703611696773,1.3054935233920801,3.1343867125784763
3,1395.1674781719241,1391.8989717475151,0.6232946457168397,2.6452117786920626
4,919.2123763172352,916.394987532757,0.41528910703191807,2.4020996774463255
5,508.3096245203356,505.8926579234989,0.24116159073300536,2.17580500610371
6,326.00375940344793,323.8066882643487,0.15938334114071087,2.037687797958519
7,218.28319803136398,216.31448044927694,0.11630023484653945,1.8524173472404926
8,148.13271306852644,146.37731021811365,0.08798556970128615,1.667417280711514
9,114.99468638601165,113.29609041219368,0.08180600378852763,1.6167899700294386
10,92.83299782728905,91.11094767578814,0.07724250682975063,1.644807644671161
11,77.40430722971658,75.68238000715341,0.06467945277788555,1.6572477697852828
12,64.61608913859638,62.94815273940636,0.06283528452464494,1.6051011146653684
13,50.8926347268174,49.282244008719715,0.058992488733327075,1.5513982293643584
14,42.328256781682775,40.802897921866254,0.06570397849306382,1.4596548813234613
15,36.78597954410757,35.34266929979195,0.07169716745385275,1.3716130768617667
16,29.57770538588396,28.142732362023626,0.0744611446818137,1.36051187917852
17,25.878085264291826,24.438482314771623,0.07875551970550258,1.360847429814701
18,20.375466995848353,18.963154998917165,0.0911781257429009,1.321133871188288
19,19.906739807721152,18.53031933879335,0.10001713692612559,1.2764033320016765
20,17.182394747789182,15.842470755310615,0.11135428872135546,1.2285697037572127
21,17.596277453935564,16.311471673170647,0.11641536612719894,1.168390414637718
22,14.162595334245989,12.877167176386779,0.1380474148916417,1.1473807429675682
23,14.425254408570552,13.179455976613843,0.13898419291497385,1.1068142390417357
24,13.474390043500621,12.206850969982952,0.15374672144036772,1.1137923520773019
25,9.88946418954644,8.668102202854413,0.151015887549203,1.070346099142823
26,11.464918343996603,10.270693990159431,0.15497186893389697,1.0392524849032752
27,9.286518296726136,8.14080239964709,0.15613982508836993,0.9895760719906759
28,11.232864518694086,10.058822889394275,0.1656947678584355,1.0083468614413762
29,8.585566140906916,7.464709644424078,0.15262543282087726,0.9682310636619605
30,11.541334379564196,10.441465505215728,0.15638413472941176,0.9434847396190555
31,6.755780974838349,5.665632535019148,0.14533835044255716,0.944810089376644
32,9.47463677888615,8.443422930417475,0.13355657601967896,0.8976572724489966
33,6.755119091182573,5.731485063696428,0.13036815610346694,0.8932658713826789
34,9.226292102660057,8.206877195726193,0.1287713925840857,0.8906435143497782
35,7.545088358964542,6.571805716387731,0.11235656098138368,0.8609260815954284
36,6.698673099421037,5.768474623749499,0.10511392097025936,0.8250845547012791
37,6.668218748442634,5.75179915110402,0.09911285004643783,0.8173067472921756
38,6.136312899603344,5.233447551684857,0.0938558982468331,0.8090094496716539
39,5.510972060454918,4.651458999397678,0.08916222034997442,0.770350840707265
40,6.350882973187355,5.498276617016042,0.08380345242207805,0.7688029037492341
41,5.729513971488863,4.930303621949934,0.08052431872220663,0.7186860308167236
42,4.895531550359749,4.1156526360949846,0.07944286631706195,0.7004360479477028
43,5.251238272473688,4.486812718205164,0.07784291498212263,0.6865826392864012
