epoch,total_loss,pde_loss,boundary_loss,initial_loss,norm_loss
0,0.29333502502239805,0.2931060421860234,6.948430526392013e-05,0.00013482439430155337,2.4674136809229318e-05
1,0.8176463828429201,0.6131126899104336,0.08905842377199584,0.1116571856379502,0.0038180835225405945
2,19.441980962190577,0.7758084038551534,2.8425726038970356,15.510118288675647,0.31348166576274383
3,4.7906098090117775,0.6252266754548016,1.893034085572627,2.2507492632215893,0.0215997847627597
4,7.491767861795904,0.6691296970770118,1.1089824804063664,5.678867376084869,0.0347883082276566
5,6.06504742916885,0.5937545982077249,1.5925496512928585,3.817435115424555,0.0613080642437113
6,1.923632914432946,0.3883180481302615,0.6628009405041873,0.861764956119594,0.010748969678903106
7,2.3656737133045938,0.25448178845251573,0.41989124506673436,1.5591303301585375,0.13217034962680607
8,1.8628872830233356,0.2739806829876643,0.5809481343945361,1.0036080765048296,0.004350389136305426
9,0.9205187822296127,0.18767758758001163,0.26610167471547586,0.4110241029086891,0.055715417025436004
10,0.6382807547408411,0.15978012694262947,0.13777126911178067,0.32698055547907784,0.013748803207353189
11,0.8819328401536637,0.13935368625164204,0.17338256116403417,0.5510745642741962,0.01812202846379127
12,0.7270080329618034,0.13343919057821588,0.16825664110217395,0.4181908069262853,0.007121394355128286
13,0.46304441285767556,0.11759261188385406,0.11057790777941535,0.21628846992513379,0.018585423269272372
14,0.7844181483034125,0.1350511609694602,0.15089875501381858,0.4658966248233592,0.03257160749677462
15,0.43355761666057374,0.11005374835548243,0.1655847336183842,0.14787654235595776,0.01004259233074934
16,0.29190726823148266,0.08629565481745492,0.07997457942134799,0.11188092905963343,0.013756104933046315
17,0.4625689382914092,0.09172817530899197,0.10985513802411592,0.25125033482840825,0.00973529012989308
18,0.43116447741713243,0.08692968152152043,0.11603163754874926,0.22737568587757065,0.000827472469292097
19,0.27871781508054394,0.0899310110329587,0.10879027054656074,0.07504470327379353,0.004951830227230942
20,0.24191187607441703,0.07100993074089397,0.05101908178458159,0.11590076075351662,0.003982102795424863
21,0.2804418921800418,0.06542709058622001,0.058200654327391764,0.15186650628736575,0.004947640979064257
22,0.1979531928924338,0.057617156886963235,0.07008036618133033,0.06529123562517827,0.004964434198961946
23,0.1795049588545523,0.05242980122343599,0.03938553086052114,0.08296945051670478,0.004720176253890377
24,0.15321802289139025,0.05436328608051708,0.027708501166943476,0.059399095542523594,0.011747140101406088
25,0.23244567494282634,0.05616042847605321,0.03915707336531426,0.1313062684249169,0.0058219046765419485
26,0.1605868771099896,0.050586621581261954,0.04143041145580154,0.06760889084581068,0.0009609532271154403
27,0.18942417134988265,0.05289737078688247,0.04811236650545097,0.08461136694363243,0.0038030671139167964
28,0.12178862264943982,0.046131483400373714,0.028590393865614374,0.036742126955485524,0.010324618427966196
29,0.15604759662671752,0.04773065720114863,0.04838673118510713,0.05721442729220803,0.002715780948253723
30,0.1071304014034567,0.0422559141328996,0.028879506545123217,0.03562129065643919,0.00037369006899469037
