epoch,total_loss,pde_loss,boundary_loss,initial_loss,norm_loss
0,67.1859840975779,66.05645013973056,0.22890263496635735,0.403405756997482,0.49722556588350886
1,116.96025535783617,112.39034750013734,0.434564798456029,0.6624491660697401,3.472893893173076
2,87.72980728526099,86.4234767668151,0.2438871276349134,0.46609657861708237,0.5963468121938909
3,26.02138809310012,25.571185067496216,0.08850206909595071,0.2660898017315103,0.09561115477644212
4,18.159319195391827,17.45068199285473,0.0576412839501707,0.2176873440127546,0.43330857457417166
5,12.23631372163516,11.402588342552301,0.03958331890223466,0.20308902964479572,0.5910530305358292
6,7.852583954788022,7.069382842094419,0.03160088682677658,0.18669916523755678,0.5649010606292691
7,6.507646939590878,5.5608999846519005,0.024640913266306404,0.177876684211653,0.7442293574610177
8,4.552065093204987,3.549936919794731,0.017247740761703493,0.15328222451028956,0.8315982081382627
9,3.504153843866934,2.4690688341598315,0.01015542863018136,0.1474043566761216,0.8775252244007998
10,3.266191658407181,2.271493125268936,0.014113221987043675,0.14865627466973455,0.8319290364814667
11,2.5108134800927724,1.5044953600902746,0.00969086824198408,0.1422981330274904,0.8543291187330234
12,2.362827967858961,1.4525846017026263,0.009127051512982499,0.13246242468378772,0.7686538899595644
13,2.0110115646148112,1.0621273325637959,0.009590858135927987,0.12681513526963395,0.8124782386454533
14,1.9623624524979209,1.0988452250905039,0.011932680334196439,0.11891317879385307,0.7326713682793674
15,1.8479976427519642,0.9164740117172303,0.014130094985632191,0.11015350855872216,0.8072400274903796
16,1.5824312118877302,0.8912420184718943,0.016147299706270463,0.10941462227336549,0.5656272714362
17,1.3410086528603347,0.8137828234988569,0.01959540384525329,0.09399701824769482,0.4136334072685296
18,1.1186693988160121,0.7685167419838345,0.02556317207445249,0.0881679080492126,0.2364215767085126
19,0.946758020634282,0.7127921725448306,0.03002240322040709,0.07637166430527953,0.12757178056376484
20,0.7787829556301841,0.6525209009233779,0.03153022949646812,0.06930893469633805,0.02542289051400003
21,0.7485397863357982,0.6301880836213248,0.034365286840072784,0.07131433007150698,0.012672085802893543
22,0.6437814557671083,0.42562689094169526,0.027670164299586353,0.07663561086532802,0.11384878966049872
23,0.9574613849035845,0.499967035115537,0.03695049914351442,0.05953196540201823,0.3610118852425148
24,0.7759891953680701,0.5367218518236412,0.025650973659683274,0.07153690516820457,0.14207946471654107
25,0.585641717767667,0.46314612704308183,0.026867368070235324,0.06408815479040778,0.03154006786394204
26,0.4862180083450352,0.3702022821959187,0.03348630818932098,0.057922722096218446,0.02460669586357704
27,0.6556348196746595,0.38344337950716817,0.028940043669534177,0.05972539261425673,0.18352600388370044
28,0.461321537366309,0.3517678009517874,0.02868142385102131,0.051876832909494984,0.028995479654005327
29,0.5931994143911672,0.31640050893728244,0.03041975648015141,0.043855547034734835,0.2025236019389985
30,0.8313858073700564,0.5108641705542821,0.02630870838546257,0.08159050255821952,0.21262242587209215
31,0.5430351515802129,0.4608408186757706,0.02227811976229808,0.05307985799616295,0.00683635514598125
32,0.5546663949874096,0.3151844009518746,0.022830947863300664,0.0585815866547987,0.15806945951743553
33,0.7358851776080733,0.4071752880540999,0.024599558508141,0.0330404640357553,0.27106986701007696
34,0.46968601584148617,0.33632158705299614,0.020423797930870815,0.04452230920253479,0.06841832165508446
35,0.6848736206250059,0.465064408800631,0.020555739310832655,0.0566407031995249,0.14261276931401734
36,0.49551494879035013,0.3777059303257435,0.02024616909716215,0.03322403011590039,0.06433881925154412
37,0.578076700460215,0.3664414686111917,0.022977735060525722,0.05371848361406708,0.13493901317443052
38,0.37188325870598277,0.3003331525301286,0.02114992302986411,0.03249133241368673,0.0179088507323033
39,0.3569716166011949,0.284158209062771,0.019210670048588875,0.03342495353180979,0.020177783958025244
40,0.37631741904412813,0.29091011067226563,0.019713244785084637,0.03274452069643492,0.032949542890342944
41,0.4037078179601785,0.30283921986877926,0.019754225790663493,0.02869883732309851,0.052415534977637235
42,0.432992516586649,0.32054198680305906,0.02131598537666971,0.021344500832667607,0.06979004357425263
43,0.6375086646534643,0.3915807036377935,0.02258990604357953,0.04990827568370143,0.1734297792883899
44,0.39326196245086725,0.2841274280390646,0.01668579602977334,0.024632475348822243,0.06781626303320708
45,0.48689078007486164,0.3778952915232713,0.016772058860204105,0.015576859729230676,0.07664656996215556
46,0.8102913625303183,0.5557779934327098,0.021226046417988254,0.0503507119049969,0.18293661077462334
47,0.44991689797796447,0.3591675141377694,0.01701902675741679,0.03312092645811654,0.04060943062466176
48,0.42786478924583105,0.3301493286857966,0.01495655373721348,0.014617087039534859,0.0681418197832861
49,1.00974025353199,0.5980511736968755,0.022016337166185555,0.059268320542237234,0.3304044221266916
50,0.5601849011308399,0.3566063819044608,0.016642782318178576,0.045212441477808965,0.14172329543039147
51,0.8444425297941274,0.5987677286170698,0.013517745657165034,0.014865352867110139,0.21729170265278244
