epoch,total_loss,pde_loss,boundary_loss,initial_loss,norm_loss
0,0.015332401250400878,0.014712392130892963,0.00024887040763411754,0.0001400159235944784,0.00023112278827931796
1,1.594620679550565,0.4607726039075498,0.05147375890448001,0.07978582272871583,1.0025884940098195
2,0.4230055696242589,0.3241967047033476,0.02826321844799395,0.038863158603538214,0.031682487869379106
3,0.29303384032144514,0.08783987424645423,0.002023432440316985,0.006515404174061087,0.1966551294606128
4,0.28289619191529375,0.20608812743159305,0.01617076293727037,0.02375995294307532,0.036877348603355
5,0.23789234053633618,0.17079722510180068,0.012719844555588403,0.014810678267970945,0.03956459261097616
6,0.13711343034778087,0.1140895755696996,0.006769074923870256,0.006085302607647512,0.010169477246563495
7,0.14206597046370584,0.10743405036110278,0.007828237780071735,0.0048446867754679485,0.021958995547063362
8,0.13283542249863764,0.08808351587484624,0.005101032347371493,0.002543356487225689,0.037107517789194217
9,0.08267589094274616,0.0720813736809552,0.0019425582625797293,0.00393664704168707,0.004715311957524152
10,0.09339076193437831,0.06660849097933108,0.003869069682064208,0.00425372775132449,0.01865947352165853
11,0.07794371242348211,0.06059229977875577,0.0036088490816621713,0.002899328244758375,0.010843235318305793
12,0.06178974246173298,0.05307024919023313,0.0016171730762668487,0.002010524053648023,0.005091796141584979
13,0.06640765969595236,0.054340237381629165,0.0011722105108703013,0.0014795270261148033,0.009415684777338076
14,0.06905722661136633,0.054709915537232395,0.0026277380595906936,0.0024982160151206683,0.009221356999422567
15,0.05248566517549909,0.044365824336095636,0.002566010178983143,0.0017826813719523764,0.003771149288467937
16,0.04275627134693907,0.03589178514802084,0.0013231286710938342,0.0013059056822116938,0.004235451845612706
17,0.05324074558088523,0.04637501121373176,0.0032640495152037236,0.0011264230526882827,0.0024752617992614555
18,0.0455509055061474,0.0384020623664909,0.0019084727399996874,0.0008992068355149373,0.004341163564141874
19,0.05001803574779538,0.0362798112561295,0.0010677817759977388,0.0012088833539575235,0.011461559361710612
20,0.03745260478640126,0.02916846090568688,0.0009643574196148822,0.0008216578744158945,0.0064981285866836
21,0.039018496018315786,0.030432491410883188,0.0013022624876195357,0.0020970841474765986,0.005186657972336463
22,0.02833620232685793,0.026067702382396862,0.0006589062208790413,0.0007533975159393407,0.0008561962076426863
23,0.03920152513335425,0.030995045090826342,0.0011390381448976056,0.0021857107471277373,0.004881731150502568
24,0.03311430387843237,0.027923012416742967,0.0012575833674913787,0.0014382942128471892,0.002495413881350838
25,0.03102734551510483,0.023731961378635695,0.0009372942860560694,0.0008222299011685399,0.005535859949244527
26,0.02659004847405305,0.022740717760303106,0.0009035881189364137,0.0010376456457708693,0.00190809694904266
27,0.03665539494628871,0.023970940553241657,0.0013349377786267974,0.0011026406447406066,0.010246875969679648
28,0.026398343088532297,0.02034978087295396,0.0010039374944373165,0.00044005162182254116,0.0046045730993184795
29,0.03106902845078981,0.021129973560838188,0.0009952820748483047,0.0029015465508911227,0.006042226264212196
30,0.032188397905437906,0.022058032201256256,0.001257939939572469,0.0024080927148911035,0.0064643330497180795
31,0.01924048796923766,0.016113221183803334,0.0004969397442249607,0.0007619576516678386,0.0018683693895415248
32,0.02242063226284424,0.017046917731796892,0.0011894978836832282,0.0008115953327846768,0.003372621314579441
33,0.01504804028799162,0.01397827047208296,0.0004927211601199933,0.0004015264488005224,0.00017552220698814505
