epoch,total_loss,pde_loss,boundary_loss,initial_loss
0,5982.563324336544,5981.5572127115665,0.43820064098390593,0.5679109839934717
1,9233.469083640148,9232.793935092373,0.24424328998217903,0.4309052577910391
2,2465.7711427463405,2465.274944111199,0.15294054946241836,0.34325808567890154
3,1873.8799115823833,1873.5327319925182,0.09409514608294939,0.2530844437821466
4,1031.7561091942964,1031.4643879852683,0.07501059419237456,0.21671061483571435
5,666.6328161849513,666.3901310606249,0.039550362491926144,0.2031347618344799
6,418.65066215230445,418.43452585455077,0.023237548257340934,0.19289874949636238
7,276.3591490193021,276.1607903103285,0.017287215636571186,0.18107149333702496
8,176.89968020618412,176.71484393589085,0.013933090334465074,0.17090317995880672
9,120.80770145091726,120.63015668814089,0.010700407136120174,0.1668443556402716
10,88.30930570581572,88.13189386730558,0.008453348601164559,0.168958489908975
11,77.29259332354322,77.11244487782146,0.007834506054800343,0.17231393966694875
12,58.46552530834366,58.28767019072287,0.006051659769516066,0.17180345785127152
13,42.78148338819822,42.60644089087944,0.005332797395671113,0.16970969992310217
14,41.27963162858054,41.1091625339505,0.005322413334004869,0.1651466812960283
15,33.31221713242627,33.14461439739292,0.004852746128043659,0.16274998890530584
16,25.745359120403236,25.582906199025206,0.004552087460061028,0.15790083391796617
17,22.162165855711766,21.998883415725665,0.004378722029664245,0.15890371795643637
18,21.09154938308861,20.923091226442168,0.004389158473459472,0.16406899817298276
19,14.503863230339169,14.337126303889445,0.004189661962302623,0.1625472644874219
20,16.720842724282498,16.56158830466097,0.004261720057650363,0.154992699563879
21,13.148214327116008,12.993339698225656,0.003900037555656532,0.15097459133469632
22,11.079857130070264,10.923245731190459,0.003917555629124843,0.1526938432506804
23,9.88045458634009,9.721595930945002,0.004314524214052381,0.15454413118103455
24,9.048271184601417,8.893583524067184,0.004446531221247217,0.1502411293129845
25,7.7607099226653125,7.607798468982722,0.004097275251487567,0.1488141784311038
26,6.913849299713647,6.761303142453398,0.004455617573729367,0.14809053968651872
27,6.421707109538956,6.270617058546024,0.004988645343044358,0.146101405649888
28,6.082208647974876,5.932141862496525,0.004600846340694702,0.1454659391376555
29,5.097833441343756,4.946679199737028,0.005541057225722667,0.1456131843810052
